vp2rImrGE1w	1369714	1375883	1393676	1405011	1417971	1428030	1434751	1450716	1455079
1vQY-xQpb6w	132312	132689	134671	135577	136586	137361	137742	138950	139199
mEIzkTrAvrI	1637477	1646491	1694368	1717262	1743129	1758042	1767173	1786812	1791240
3yvVjrVpzws	995945	1067612	1197545	1276557	1337742	1358916	1363481	1370014	1371187
uK-JiLhKOKU	537854	551182	607890	636938	659406	671530	678106	694100	697712
zse3u1oVooY	1765154	1767526	1777537	1783818	1790752	1795793	1798846	1807774	1810101
3ILWjcGApWU	413204	415614	423573	427206	431329	433430	434145	436547	437085
6UIUnvwF9JA	300580	304273	314027	319164	324530	328082	330131	334430	335829
I6WGT41QbPQ	1567955	1630900	1819719	1944452	2088029	2175838	2232656	2353330	2395880
SGJoTuWmMmQ	325183	326642	330633	332758	335076	336641	337411	339765	340356
Sb2eX6tA_d4	319782	319987	320712	320965	321243	321407	321500	321769	321841
xAhVV-7Z1t4	231102	233512	243559	249187	254125	256684	258001	261925	263463
B3G4PfZH2yI	132340	133059	135575	137043	138563	139285	139662	140854	141163
uRHQskCeOxw	1163876	1395014	1785525	1928605	4386822	5622600	7435411	10584055	11718942
QlZjtudjVD0	6093523	6110675	6153132	6169538	6182028	6188962	6193232	6202387	6205165
fViLT6Jc_ug	1685395	1697856	1750030	1775612	1802921	1818327	1827904	1850932	1862538
VQ2yRoXQvVU	1576292	1604502	1671016	1704737	1735010	1755912	1771133	1803741	1812999
pcozYHHSnz0	371105	373669	386622	394969	401753	407074	409885	417956	419599
Zld_w0UfAgU	785038	803182	858052	876933	899329	912793	918637	939270	944650
nrnrYUZn9Wk	1160096	1162824	1170489	1175409	1181036	1184118	1186099	1191526	1194958
CYim-pwuqtA	142059	143057	148540	151211	153384	154936	155438	157525	157848
JHWqhCTqG3g	1240932	1259059	1325047	1358647	1382894	1398229	1406999	1426721	1430866
4vbDFu0PUew	31930594	33145072	40296492	44614240	51115933	53324111	53984141	56503251	57285182
kg4F7IOejHo	171337	219873	334611	380599	414489	436063	444939	473725	483554
Frpi1Wob4-I	1757155	1769464	1809549	1832067	1853320	1867516	1880224	1945472	1958363
OHUsPiXfcfM	8269702	8477106	9136056	9421414	9665552	9820678	9922260	10197295	10272813
gvJeucHQbKY	951178	961383	995274	1013163	1034539	1044512	1051086	1064837	1070248
EztDGXf7cj4	2631417	2647306	2706205	2735382	2762789	2782291	2794254	2832155	2839358
WQzPsqIP37w	329049	332082	341550	346593	352954	357165	360001	366115	368086
PKNDDnEU7aA	868152	879531	917379	935285	960070	968712	972650	986513	988585
ntocVvAV5aI	509351	572684	862310	1084378	1409141	1667056	1814397	2310119	2478872
ITSae5IpY6c	2500314	2862943	4046469	4851398	5742070	6360432	6788585	7325121	7469183
iAtcheL3PtA	429505	451209	561561	613307	666241	709318	732330	794617	809156
2JQPWREz2FU	786106	788696	799223	806250	816246	823240	826812	836148	838387
fJxLtBQYaKI	956198	977242	1044080	1072244	1099142	1116235	1124832	1145154	1150740
jbjDNRgbrj0	2531192	2567750	2701508	2772725	2852369	2892073	2916231	2980227	2998687
kJQ3FkvUB20	3531787	3590630	3744352	3834891	3938028	3992831	4038641	4181481	4220470
dAbonQU2OkQ	611041	620493	653941	669276	681545	688756	691268	699610	701295
mkH7rVb6V68	5650476	5659782	5680598	5688303	5699795	5703933	5705933	5711795	5712953
75BThchsoe0	1088035	1092440	1110881	1123811	1134532	1142640	1148078	1161745	1164691
XAhcVf9J1Zc	362246	364980	375218	379213	383071	385466	386447	390147	390933
D9QxcFqx0aE	3220474	3231387	3271431	3295087	3333883	3353507	3364643	3395340	3404818
MSkST08_ks0	366222	366728	368014	368778	369292	369574	369681	370067	370133
Do3dF_nP2A4	370045	373287	385689	391013	395229	397888	399160	402442	403160
r8PhxRYWwYc	404898	408233	422905	431788	441102	445851	449173	457368	459820
gM7krybryzA	531540	571121	736823	856105	968365	1020419	1045329	1102763	1117869
E33MthiMQiE	468176	509569	686473	783795	869184	927412	962331	1071333	1101884
LCdAosclYME	1792438	1802690	1829203	1840242	1850385	1857214	1861676	1881769	1884765
FlxillzWdz0	3988585	4000600	4041719	4065638	4094759	4115259	4129090	4170757	4185312
kFKRcAwgl_E	651380	669878	720428	750847	780626	798945	809811	829283	835554
TJvNFsRoiDg	319122	321382	326598	328959	330807	332156	332705	334097	334535
QUfUBmICdpk	988546	1021227	1102110	1141237	1179349	1201210	1215707	1236132	1244331
Z9b0Hj-BfaM	9081407	9167736	9516784	9714789	9973872	10164557	10273165	10620049	10705115
k86yeNMh43o	513925	517492	532228	541651	552535	561082	565966	581827	586781
rJ8__hQAnUE	867196	879631	920517	936565	950123	958201	962352	976586	980813
xDzuH1fpGpQ	265567	267839	276804	280338	283971	286139	287184	290092	290726
dmBvnY4rKHg	6990505	7117050	7433706	7603168	7725626	7785505	7822342	7909832	7932655
-rR9702X4js	249157	250993	257658	260753	264458	266764	267935	270870	271548
_e-cyonSZ0w	659755	664204	681559	692190	702609	708661	713677	726337	730211
yIScEWE2Bf4	323403	340799	427584	474660	519487	545195	564847	607179	621604
85zWEfYBjOI	818680	824090	840965	850732	860014	866281	870143	879981	883255
XmjPQxYHQZg	977150	983790	999479	1007895	1016347	1022082	1025332	1032581	1034715
Ge2OOxa2Kho	992631	1179414	1766228	2162026
SyuUYR3a1mA	995099	996852	1002420	1005141	1007882	1009611	1010675	1013274	1014164
MzybZ2cw8Ao	250308	256308	275801	286748	298672	305695	310757	323327	327081
3B3-mqpXCHc	1159578	1199842	1317254	1373199	1428052	1465693	1487005	1529703	1540899
KuhfXzyIiOU	446735	496776	706415	850186	1047161	1186755	1275120	1515056	1581999
FBX87W9n7z4	120771	129428	151342	163801	179723	188347	192462	203176	205313
U9o7k7_H0M0	1093881	1094469	1096209	1097285	1098115	1098706	1099034	1099982	1100170
ZeB01dyFaGs	854523	856738	867779	875104	882721	888046	890594	899756	901777
EvmjUfzIppY	348468	351176	355908	357994	360390	361790	362866	365124	366226
jHX3CSsW__8	280143	325619	374973	386220	392532	395830	397728	400923	401449
rkiTIJgXJJE	653884	659594	688122	701420	720447	729511	735129	750570	755647
ad4XOIWYThw	109131	124587	164416	184118	204852	220003	231254	257746	268614
fogtIQuw5bs	421895	425321	437637	445190	452497	457173	459580	467312	468828
j2q5LxheI34	128662	141235	176633	210348	243829	274368	290652	344125	355831
kc4dA_apaCg	354769	398670	555924	654847	790898	891681	954388	1134457	1196798
M-WL5R-2Ydk	7499811	7552031	7714312	7796334	7882804	7943892	7984075	8082858	8116267
nASAy1vvhQo	403141	420759	463588	484501	514010	533672	544853	577160	588820
Qbxk249Up3c	335122	337484	344362	346879	349222	350287	350880	352587	352915
tYRyOmm7abM	281092	305163	348968	378143	404488	420348	426420	439199	442902
0Dz8SebIq3s	4353634	4359063	4374419	4384335	4398261	4405863	4411190	4422294	4425981
wvCDZPgJFIE	776381	810919	925517	980173	1037395	1077713	1097198	1164657	1181797
UPt1TGUQsi4	1714144	1725593	1769613	1792025	1815249	1831936	1840968	1871567	1881590
qmJ46RgypNw	318127	319842	325739	328647	331148	332451	333007	334395	334833
zdBthc6fCk4	5971979	6076700	6318016	6430657	6487331	6510257	6521613	6543444	6549580
Jee8i2y0V8Y	498248	505073	522303	532101	540467	545041	547180	551846	553753
RK4C1Kid1d4	392169	393027	395931	397742	399941	401136	402228	404699	405340
8dJyRm2jJ-U	87182822	92856134	109573406	119780669	126108407	129089778	131616210	138054782	139976662
zctxEfFi9Gc	1680947	1700093	1784714	1830982	1883469	1906444	1921634	1956706	1967413
FjDa0Yd_87g	1673708	1700541	1786221	1828363	1870709	1899378	1920296	1975664	1995288
aYsMWLzxOlM	658053	933242	1432739	1601227	1700598	1753719	1781028	1851511	1870475
JY9AgYsrnn4	678360	684895	709268	722344	734389	741148	744732	755213	757288
loffpQjPolg	413838	414893	418353	419747	421429	422508	423072	425144	425369
cqyMe-l_fOk	867273	870908	885530	893355	901093	905617	908631	914667	916864
xrxz-V7U4M8	723337	730317	751368	763111	777044	785748	790595	802069	804877
V-xDQ9CTxLw	114744	116368	123733	126925	130350	132590	133823	137114	137812
-qWaTIh9NC8	480371	543197	721910	838758	976031	1079464	1141397	1318085	1366803
RhAa5Urbdnw	907601	916971	950363	965513	979841	989401	994859	1010317	1014804
fImh1dYcw_E	1399708	1409365	1446822	1466827	1485335	1497293	1504437	1525910	1532549
_iz5_DuY_II	6395439	6656703	7825359	8585736	9143076	9485034	9667902	10089369	10170267
kjx4ZnU-Tgo	609093	610565	613953	615309	616781	617403	617619	618361	618495
fCsxBkCc5k0	3152877	3154053	3158898	3161570	3163983	3165267	3166141	3168719	3169345
IKACKeHiXq8	1451881	1465805	1508749	1530579	1550018	1561542	1567507	1583692	1587740
_5oh2zx9Cxc	576673	585678	609203	619743	630208	636981	639442	645968	647549
IyH80ST58xg	1473562	1559308	1749047
HUkYoVEvCuE	1574412	1576173	1583701	1589591	1596140	1599827	1602180	1608529	1609701
Dv7pzjqY2Ac	530013	541006	576579	592021	609318	617778	624339	633282	636518
8z0PcVZoP88	266527	290360	336101	355392	368977	376845	379894	389561	392534
I7Xv3TCIOOg	347962	349850	353508	355032	356214	357123	357529	358508	358849
nPAuRGI9Fy0	2050389	2079383	2112617	2126055	2135249	2140618	2143575	2151722	2153795
RECBjEvL_pw	518604	525431	551960	563715	576072	584944	589723	608150	613045
kAzJIVMnadg	2282801	2315120	2437577	2516286	2581956	2622019	2644948	2696162	2708664
poj4VeRZxg0	427286	459081	529346	567114	597624	615575	624459	651809	665618
en0EM51oC6M	162519	163925	165852	166363	167339	167643	167795	168189	168261
5JfMgST7pD8	848262	876979	952584	989064	1031196	1053818	1066559	1095699	1104709
oRrCRTgg8eM	8593598	9211010	11746480	13347849	15801118	17639412	19161838	22624760	23726835
YiTMyu-r_Ko	3494730	3506495	3546060	3566230	3584993	3594639	3601488	3617501	3622374
GKmV8dsTu2I	602607	615897	655761	673970	693541	707017	714680	734891	740976
osa7x8qUVec	10000511	10013244	10066512	10095944	10125706	10140945	10151491	10179556	10187476
gPnN5zTfHJs	384554	385613	391365	394866	398805	400592	401890	405348	406325
Wy7TcYI8_vY	293757	295788	300271	302789	305921	307632	309125	312592	313828
VdDL-tmVx1E	1045141	1077794	1183490	1238650	1295281	1323993	1344534	1395824	1415486
zadH47mUpPo	734596	738068	747844	753461	758542	761360	763776	768291	769726
C7HW17Vojj4	3082928	3624231	5751026	6989628	8513376	9464904	10847687	12986856	13412779
YqhYoCLufSI	104704	104760	105421	105555	105828	105967	106015	106251	106295
qTCeSNvhDpg	420945	423348	433152	437860	442228	445456	447705	454500	456345
fwa4qe-PvVE	150758	152421	159596	163189	166739	169828	171202	174584	175284
Xab3v0eMUpA	245509	247513	252021	255415	258157	259868	260765	263554	264448
98EmLq8-6aA	1433512	1445996	1485107	1502667	1520280	1531674	1538270	1556741	1562157
hjBe51tYCoY	341461	345063	356223	361993	368666	372918	376063	384122	386456
wEO3RbPJGfI	151681	153419	160819	164193	167776	169656	170565	173062	173614
kiVhfe4g_DA	287119	311575	408137	466862	502124	524399	545398	585637	595292
ZrQOe9MS6hU	2551547	2569605	2656362	2699030	2743262	2770812	2788402	2826564	2835950
SZKdihgqKqo	332279	333943	341741	346139	353055	355857	357259	361405	362471
sNRTvhiAeuU	2146794	2206071	2382275	2449493	2511791	2547846	2568662	2613156	2623574
ppTp-5qvDZQ	828230	836354	866294	880892	895738	904849	910251	921816	923974
5OeBMhDGBsw	1165269	1204354	1317430	1372236	1423315	1448235	1467092	1503707	1516666
dodTpeYwk7E	2543979	2666581	3010297	3216500	3461893	3646002	3766826	4095234	4216349
c5YpNtu1ufs	1073909	1074648	1076671	1078131	1079513	1080303	1080834	1082022	1082457
5i1urFIUkFA	211771	214239	219713	222858	226336	228302	229738	232527	233559
