6q2cMTpUEOQ	3770503	3778406	3816759	3846542	3879745	3907751
SgflG4TzZNY	418730	421255	427236	431042	437572	440913
p82YhXuWios	1531691	1532951	1535880	1537763	1539985	1541702
tw9WfyAOt0g	72613	73033	74081	74452	74953	75211
lVabp2pq2pM	103497	110148	131047	142726	160164	170350
bKHCTG_nwoU	1460472	1488126	1544699	1578282	1612322	1629094
-iWBCjdrknE	110225	111931	115471	117203	119104	120337
OISqNAdTvFc	138256	138946	140838	141969	143455	144404
qmyMg504otQ	1027433	1030385	1037684	1042433	1049099	1052874
z2JmKR_STSw	10442081	10450371	10475210	10492899	10512745	10523431
xTiwEJNlTzM	3683413	3715436	3810351	3867689	3950726	3993291
3JIZTv-N--E	864859	867726	876370	880217	885959	889217
O_3S4fPxWZw	1389182	1423024	1505097	1549220	1604563	1635378
vYG9HdjJ8_A	26074530	26305833	27122811	27458853	27792037	27978073
hNVmHRmRELg	1713617	1721653	1740101	1749066	1758889	1764269
f1pq4hv6KMc	1739405	1749567	1774408	1791007	1812822	1825788
JBCF9h9gjh4	590972	594074	602167	608109	616010	620308
VH0sc3HtAq4	96291339	98603979	98983751	99123340	99258338	99343959
gYEGn1PPIV4	1048423	1096269	1188313	1216176	1244615	1261145
2ntnnBCpR5c	84833	93766	123822	140550	169190	185922
efFQ02rvSiA	35724649	39886038	52114894	55735843	57278051	57857138
9WZQlHMNe7o	4620491	4662321	4803544	4867062	4925829	4950407
Km6yiiGAx40	221430	231208	253567	266901	283485	294132
tPg6FNt-NYg	16358705	16565449	17140489	17517503	18018181	18294901
8d3X7_-QVyo	452256	472134	542218	582404	637905	668819
pyjyhmeebf0	2552087	2574294	2642909	2677219	2714945	2736694
NcbFqgyTTBU	1266387	1299408	1405978	1470805	1571774	1628845
3klWO2ttpGQ	2839168	2860628	2919577	2957017	3019004	3044154
oQ6a8UmuKhk	2867967	2892006	2936564	2959332	2990801	3007270
37v1PJqG06g	3745065	3755583	3790898	3808742	3829926	3843487
z1fmOHWlcog	750426	751983	756352	759002	762685	765044
70JDd-Ywnio	2529690	2557006	2625138	2656254	2693722	2715495
ej9N0sGymE0	708529	713645	727619	735589	746057	753157
Supe0AtCFAY	3268377	3280118	3317999	3343006	3379051	3396130
N_BOMV45mDY	1124594	1163913	1254783	1302119	1355489	1385150
7sC1dBws9L0	2058191	2299444	2965202	3513209	4139954	4362476
YgrzzRKITts	754434	782427	837577	871802	914103	937852
QxyyJXxC0HU	165106	166979	173097	178167	184424	187865
RdklEHhQ6Mo	1452187	1477521	1534690	1565895	1611295	1641359
Nus7MfF2ytw	175690436	178133872	188078031	193796348	199843891	202893223
vclUlhFmvMQ	2303257	2317438	2359295	2377587	2397242	2408005
9rsJSbp9P34	16834536	17163282	18083052	18417679	18737521	18945822
XnCeEJvcG6M	41752351	42341928	45255730	47376407	49857975	50882703
8pkqcDfmN_w	15761382	15875298	16180330	16327580	16545115	16654548
iEUxmn2YjiI	3297510	3306100	3335550	3357180	3383901	3397567
VG82HbYpwHY	1348868	1439215	1654175	1810485	1981667	2078292
pXSSqxWepvM	226383	233270	244842	254869	268476	274831
cYdMysMuJUw	741979	755972	779561	789999	798997	803325
FmOWPH2nudE	18900209	19015276	19701338	20016938	20296267	20397827
8gKAP2nm7xw	3955842	4197496	5279713	5813638	6375325	6556916
namXTvyvLp0	1667254	1719784	1840056	1903013	1956640	1985407
VAnRsg7UecE	1143884	1277145	1614442	1736941	1868635	1942611
ijMGwiif1ns	3928247	3967186	4104056	4176716	4275550	4326078
f37KZMEBWJs	2449477	2566753	2842717	3003302	3203728	3301038
QPB3PA3IUzY	3676158	4117193	5000467	5261842	5509610	5672743
deCIuMFNL-o	3069206	3173879	3482224	3599705	3729713	3802676
jc1fTjYV7t0	953512	969760	1015090	1041876	1076020	1089972
PBYXY9XZZ3Y	2980927	3052108	3239448	3359130	3503498	3580211
